product_id,brand,product_name,pack_size,pack_size_value,pack_size_unit,mrp,selling_price,discount_pct,rating,rating_count,product_url,product_image_url,source,collection_date,pack_size_ml,pack_size_g,price_per_100ml_calculated,price_per_100g_calculated,brand_standardized,company_group,discount_pct_calculated,product_category,price_per_100ml,data_quality_score,data_quality_category,is_duplicate
B0DLGXX585,Presto,Amazon Brand - Presto! Active Wash Detergent Liquid | 10 Litre | Tough On Stains | Gentle On Fabrics | Machine And Hand Wash,10 l,10.0,l,2000.0,835.0,58.25,4.2,1,,https://m.media-amazon.com/images/I/61vFMCJxqmL._AC_UL320_.jpg,Amazon India,2026-08-18,10000.0,,8.35,,Presto,Competitor,58.25,Liquid Detergent,8.35,100.0,Excellent,False
B0GX79GK44,Presto,Amazon Brand - Presto! Matic Top Load Liquid Detergent Refill Pack 5L | Floral Scent | Intense Cleaning for Top Load Washing Machines,5 l,5.0,l,1000.0,549.0,45.1,4.2,7,,https://m.media-amazon.com/images/I/71QPBQ21-wL._AC_UL320_.jpg,Amazon India,2026-08-18,5000.0,,10.98,,Presto,Competitor,45.1,Liquid Detergent,10.979999999999999,100.0,Excellent,False
B0CSPG8D76,Ariel,Ariel Power Gel Liquid Detergent for Top Load & Semi Auto – 4kg | Removes 100 Dried Stains in 1 Wash | Faster Dissolving | Long-Lasting Fragrance | Color Protection | At the price of Powders,4 kg,4.0,kg,765.0,612.0,20.0,4.4,9,https://www.amazon.in/Ariel-Detergent-Removes-Specially-designed/dp/B0CSPG8D76/ref=sr_1_16,https://m.media-amazon.com/images/I/611TjgxRCSL._AC_UL320_.jpg,Amazon India,2026-08-18,4000.0,4000.0,,15.3,Ariel,Competitor,20.0,Liquid Detergent,15.299999999999999,100.0,Excellent,False
B0F9F3G6TS,Active White,Active White Liquid Detergent - 5L Mega Pack | Lavender Fragrance | Front Load & Top Load Machine Wash & Bucket Wash Expert | Powerful Stain Removal | Gentle on Clothes | Value Family Refill Pack,5 l,5.0,l,450.0,249.0,44.67,3.2,948,https://www.amazon.in/Active-White-Liquid-Detergent-Fragrance/dp/B0F9F3G6TS/ref=sr_1_17,https://m.media-amazon.com/images/I/71sovrWPMDL._AC_UL320_.jpg,Amazon India,2026-08-18,5000.0,,4.98,,Active White,Competitor,44.666666666666664,Liquid Detergent,4.9799999999999995,100.0,Excellent,False
B0DP4K4B5W,Ujala,Ujala Top Load Liquid Detergent Mega Saver 4L Refill Pack | Designed For Tough Dirt Removal | Superior Colour Care with Refreshing Fragrance | Ideal for Bucket Wash and Top Load Washing Machines,4 l,4.0,l,700.0,396.0,43.43,4.4,1,https://www.amazon.in/Detergent-Designed-Superior-Refreshing-Fragrance/dp/B0DP4K4B5W/ref=sr_1_18,https://m.media-amazon.com/images/I/61ZVWRVFYvL._AC_UL320_.jpg,Amazon India,2026-08-18,4000.0,,9.9,,Ujala,Competitor,43.42857142857143,Liquid Detergent,9.9,100.0,Excellent,False
B0BHHZBXV5,Rin,"RIN Matic Liquid Detergent, 2Kg, for Dazzling Brightness, with Bright Lock Technology, Long-Lasting Fragrance, for Top Load Washing Machines",2 kg,2.0,kg,249.0,218.0,12.45,4.4,8,https://www.amazon.in/RIN-Detergent-Brightness-Technology-Long-Lasting/dp/B0BHHZBXV5/ref=sr_1_19,https://m.media-amazon.com/images/I/61X2H9gIOjL._AC_UL320_.jpg,Amazon India,2026-08-18,2000.0,2000.0,,10.9,Rin,Competitor,12.449799196787147,Liquid Detergent,10.9,100.0,Excellent,False
B0CBKKG7TJ,Surf Excel,"Surf Excel Matic Top Load Liquid Detergent 3.2 L Refill, Designed for Tough Stain Removal on Laundry in Washing Machines - Mega Pack (Pack of 2)",3.2 l,3.2,l,1270.0,699.0,44.96,4.4,6,https://www.amazon.in/Surf-Excel-Detergent-Designed-Machines/dp/B0CBKKG7TJ/ref=sr_1_20,https://m.media-amazon.com/images/I/61Ji1jas9oL._AC_UL320_.jpg,Amazon India,2026-08-18,3200.0,,21.84375,,Surf Excel,Competitor,44.960629921259844,Liquid Detergent,21.84375,100.0,Excellent,False
B07VS1YTY2,Safewash,Safewash Front Load Matic Premium Liquid Detergent 1.8L Refill Pouch with Colour-Protect Technology | 2x Stain Removal | For All Types of Fabrics,1.8 l,1.8,l,400.0,225.0,43.75,4.3,3,,https://m.media-amazon.com/images/I/61yIkGm6oDL._AC_UL320_.jpg,Amazon India,2026-08-18,1800.0,,12.5,,Safewash,Competitor,43.75,Liquid Detergent,12.5,100.0,Excellent,False
B0FM49B2LL,Ghadi,"Ghadi Smart Liquid Detergent Lavender Fragrance 2L | For Front Load & Top Load Washing Machines | Deep Cleaning, Long-Lasting Freshness.",2 l,2.0,l,220.0,183.0,16.82,4.3,463,,https://m.media-amazon.com/images/I/71k-IbtbkQL._AC_UL320_.jpg,Amazon India,2026-08-18,2000.0,,9.15,,Ghadi,Competitor,16.818181818181817,Liquid Detergent,9.15,100.0,Excellent,False
B0G4WFR1G2,Henko,"Henko Matic Top Load Liquid Detergent - 5L Jumbo Pack with Nano Fiber Lock Technology, 99.9% Germ Protection, Bio Stain Power & Ultra Color Care which maintains the Newness, Color & Shine",5 l,5.0,l,700.0,574.0,18.0,4.4,500,https://www.amazon.in/Henko-Matic-Load-Liquid-Detergent/dp/B0G4WFR1G2/ref=sr_1_23,https://m.media-amazon.com/images/I/71oV7bNsXGL._AC_UL320_.jpg,Amazon India,2026-08-18,5000.0,,11.48,,Henko,Competitor,18.0,Liquid Detergent,11.48,100.0,Excellent,False
B07F8D6QLL,Surf Excel,"Surf Excel Matic Top Load Liquid Detergent 2 kg Refill|| Specially Designed To Remove Tough Dried Stains, 1st Time In Washing Machine",2 kg,2.0,kg,338.0,322.0,4.73,4.5,52,https://www.amazon.in/Surf-Excel-Matic-Liquid-Detergent/dp/B07F8D6QLL/ref=sr_1_25,https://m.media-amazon.com/images/I/61KIujQIfgL._AC_UL320_.jpg,Amazon India,2026-08-18,2000.0,2000.0,,16.1,Surf Excel,Competitor,4.733727810650888,Liquid Detergent,16.1,100.0,Excellent,False
B0BV2ZJQ59,Moon & Mount,"Moon & Mount Lavender Liquid Detergent 6L for Washing Machine | Enzyme-powered stain removal, color-safe, gentle on sensitive skin, 100+ washes, paraben-free, Top & Front Load ready",6 l,6.0,l,999.0,579.0,42.04,4.0,5,https://www.amazon.in/Moon-Mount-detergent-washing-machine/dp/B0BV2ZJQ59/ref=sr_1_26,https://m.media-amazon.com/images/I/619VPHd9aHL._AC_UL320_.jpg,Amazon India,2026-08-18,6000.0,,9.65,,Moon & Mount,Competitor,42.04204204204204,Liquid Detergent,9.65,100.0,Excellent,False
B07VQYDWWF,Safewash,Safewash Top Load Matic Premium Liquid Detergent 1.8 L Refill Pouch with Colour-Protect Technology | 2x Stain Removal | For All Types of Fabrics,1.8 l,1.8,l,430.0,185.0,56.98,4.3,4,https://www.amazon.in/Safewash-Matic-Liquid-Detergent-Load/dp/B07VQYDWWF/ref=sr_1_27,https://m.media-amazon.com/images/I/61Qtgdw-+3L._AC_UL320_.jpg,Amazon India,2026-08-18,1800.0,,10.277777777777777,,Safewash,Competitor,56.97674418604651,Liquid Detergent,10.277777777777777,100.0,Excellent,False
B0DN9VHZ14,Qssiy,Qssiy Liquid Detergent Suitable For Top Load & Front Load Washing Machine 5L (Fresh),5 l,5.0,l,849.0,349.0,58.89,3.8,1,https://www.amazon.in/Qssiy-Detergent-Suitable-Washing-5L/dp/B0DN9VHZ14/ref=sr_1_28,https://m.media-amazon.com/images/I/512zfGP87PL._AC_UL320_.jpg,Amazon India,2026-08-18,5000.0,,6.98,,Qssiy,Competitor,58.89281507656066,Liquid Detergent,6.98,100.0,Excellent,False
B0DN9Y55H1,Qssiy,Qssiy Liquid Detergent Suitable For Top Load & Front Load Washing Machine 5kg (Lily),5 kg,5.0,kg,849.0,349.0,58.89,3.8,2,https://www.amazon.in/Qssiy-Detergent-Suitable-Washing-5L/dp/B0DN9Y55H1/ref=sr_1_29,https://m.media-amazon.com/images/I/51-Fu5-eOnL._AC_UL320_.jpg,Amazon India,2026-08-18,5000.0,5000.0,,6.98,Qssiy,Competitor,58.89281507656066,Liquid Detergent,6.98,100.0,Excellent,False
B0D6LHT1J6,Detergent,Detergent Liquid 10 L Concentrated Laundry Liquid Detergent Top Load/Bucket Wash,10 l,10.0,l,449.0,399.0,11.14,5.0,16,https://www.amazon.in/Detergent-Liquid-Concentrated-Laundry-Bucket/dp/B0D6LHT1J6/ref=sr_1_30,https://m.media-amazon.com/images/I/61NK4D0RShL._AC_UL320_.jpg,Amazon India,2026-08-18,10000.0,,3.99,,Detergent,Competitor,11.1358574610245,Liquid Detergent,3.9899999999999998,100.0,Excellent,False
B0GDQL1YS9,Beco,Beco Power Up Laundry Detergent Liquid - 5 Ltr Refill Pack | Tough Stain Removal | Retains Brightness and Shine | Chemical Free | Suitable for both Machine and Bucket Wash,Unknown,,,479.0,399.0,16.7,4.2,647,https://www.amazon.in/Beco-Power-Laundry-Detergent-Liquid/dp/B0GDQL1YS9/ref=sr_1_31,https://m.media-amazon.com/images/I/51p4hOz0v5L._AC_UL320_.jpg,Amazon India,2026-08-18,,,,,Beco,Competitor,16.701461377870565,Liquid Detergent,,90.0,Excellent,False
B0D6RJ9VW7,Safewash,Safewash Top Load Matic Premium Liquid Detergent Refill Pouch | Colour Protect Technology | 2X Stain Removal | Suitable for All Fabrics | 3L or above,3 l,3.0,l,635.0,315.0,50.39,4.4,887,https://www.amazon.in/Safewash-Premium-Detergent-Colour-Protect-Technology/dp/B0D6RJ9VW7/ref=sr_1_32,https://m.media-amazon.com/images/I/61xlp+XKDJL._AC_UL320_.jpg,Amazon India,2026-08-18,3000.0,,10.5,,Safewash,Competitor,50.39370078740157,Liquid Detergent,10.5,100.0,Excellent,False
B0D2XQQQ96,Godrej Fab,Godrej Fab Liquid Detergent Refill Pouch for Machine Wash - 2L,2 l,2.0,l,250.0,215.0,14.0,4.3,13,https://www.amazon.in/Godrej-Fab-Liquid-Detergent-Machine/dp/B0D2XQQQ96/ref=sr_1_33,https://m.media-amazon.com/images/I/71fvaQTBSML._AC_UL320_.jpg,Amazon India,2026-08-18,2000.0,,10.75,,Godrej Fab,Competitor,14.000000000000002,Liquid Detergent,10.75,100.0,Excellent,False
B0D3FBVVXP,Henko,"Henko Matic Top Load Liquid Detergent - 3.2L Refill Pouch with Nano Fiber Lock Technology, 99.9% Germ Protection, Bio Stain Power & Ultra Color Care which maintains the Newness, Color & Shine",3.2 l,3.2,l,480.0,386.0,19.58,4.4,2,https://www.amazon.in/Henko-Matic-Load-Liquid-Detergent/dp/B0D3FBVVXP/ref=sr_1_34,https://m.media-amazon.com/images/I/71-XegujEHL._AC_UL320_.jpg,Amazon India,2026-08-18,3200.0,,12.0625,,Henko,Competitor,19.583333333333332,Liquid Detergent,12.0625,100.0,Excellent,False
B089DSWYXQ,Ariel,Ariel Power Gel Liquid Detergent for Top Load & Semi Auto – 2kg | Removes 100 Dried Stains in 1 Wash | Faster Dissolving | Long-Lasting Fragrance | Color Protection | At the price of Powders,2 kg,2.0,kg,430.0,344.0,20.0,4.4,23,https://www.amazon.in/Ariel-Matic-Liquid-Detergent-Litre/dp/B089DSWYXQ/ref=sr_1_35,https://m.media-amazon.com/images/I/715OEG-SCYL._AC_UL320_.jpg,Amazon India,2026-08-18,2000.0,2000.0,,17.2,Ariel,Competitor,20.0,Liquid Detergent,17.2,100.0,Excellent,False
B0CBBTPQT3,Ariel,Ariel Power Gel Liquid Detergent for Top Load & Semi Auto – 3.2kg | Removes 100 Dried Stains in 1 Wash | Faster Dissolving | Long-Lasting Fragrance | Color Protection | At the price of Powders,3.2 kg,3.2,kg,599.0,509.0,15.03,4.5,7,https://www.amazon.in/Ariel-Load-Matic-Liquid-Detergent/dp/B0CBBTPQT3/ref=sr_1_36,https://m.media-amazon.com/images/I/71C+iQxI2nL._AC_UL320_.jpg,Amazon India,2026-08-18,3200.0,3200.0,,15.90625,Ariel,Competitor,15.025041736227045,Liquid Detergent,15.90625,100.0,Excellent,False
B072QRVVDS,Surf Excel,"Surf Excel Matic Top Load Liquid Detergent 1L|| Specially designed to remove Tough Dried Stains, 1st time in Washing Machine",1 l,1.0,l,,220.0,,4.5,15,https://www.amazon.in/Surf-Excel-Matic-Liquid-Detergent/dp/B072QRVVDS/ref=sr_1_37,https://m.media-amazon.com/images/I/518YYVPFCnL._AC_UL320_.jpg,Amazon India,2026-08-18,1000.0,,22.0,,Surf Excel,Competitor,,Liquid Detergent,22.0,100.0,Excellent,False
B0DXK3D16L,Genteel,Genteel Matic Liquid Detergent Refill Pouch for Top load Washing - 4kg | No Soda Formula | with Added Fabric Conditioner,4 kg,4.0,kg,660.0,535.0,18.94,4.3,24,https://www.amazon.in/Genteel-Liquid-Detergent-Refill-Washing/dp/B0DXK3D16L/ref=sr_1_38,https://m.media-amazon.com/images/I/71Oy0Ud+ydL._AC_UL320_.jpg,Amazon India,2026-08-18,4000.0,4000.0,,13.375,Genteel,Competitor,18.939393939393938,Liquid Detergent,13.375,100.0,Excellent,False
B0DYDTRW5X,Ariel,Ariel Power Gel Liquid Detergent for Top Load & Semi Auto – 3.6kg with Lavender Fragrance | Removes 100 Dried Stains in 1 Wash | Faster Dissolving | Color Protection | At the price of Powders,3.6 kg,3.6,kg,765.0,612.0,20.0,4.4,702,https://www.amazon.in/Ariel-Liquid-Detergent-Load-dried/dp/B0DYDTRW5X/ref=sr_1_39,https://m.media-amazon.com/images/I/717kcy0LijL._AC_UL320_.jpg,Amazon India,2026-08-18,3600.0,3600.0,,17.0,Ariel,Competitor,20.0,Liquid Detergent,17.0,100.0,Excellent,False
B0937J8HZ6,Purela,Purela Liquid Detergent 6kg | Fresh | Hard Water | All Machines | 100+ washes at 50ml. fresh 8 hours. Consistent thickness every use. Colour-safe. & laundry service bulk.,6 kg,6.0,kg,1499.0,529.0,64.71,4.0,5,https://www.amazon.in/Purela-Detergent-Laundry-Suitable-Top-Load/dp/B0937J8HZ6/ref=sr_1_40,https://m.media-amazon.com/images/I/615m7mwT2QL._AC_UL320_.jpg,Amazon India,2026-08-18,6000.0,6000.0,,8.816666666666666,Purela,Competitor,64.70980653769179,Liquid Detergent,8.816666666666666,100.0,Excellent,False
B0CBX8JXMH,Shatras,"Shatras Lavender Liquid Detergent 10L (2x5L) | Natural & Eco-Friendly Laundry Care Formula | Gentle Fabric Cleaning | For Top-Load, Front-Load Washing Machines & Hand Wash | Fresh Lavender Fragrance",2 x 5 l,10.0,l,1999.0,799.0,60.03,4.0,3,https://www.amazon.in/Shatras-Eco-friendly-Lavender-Detergent-Ingredients/dp/B0CBX8JXMH/ref=sr_1_41,https://m.media-amazon.com/images/I/51lh1aX4yqL._AC_UL320_.jpg,Amazon India,2026-08-18,5000.0,,7.99,,Shatras,Competitor,60.030015007503756,Liquid Detergent,15.98,100.0,Excellent,False
B0B6J23HDT,Tide,Tide Power Gel Liquid Detergent for Top Load & Front Load - 1kg | 2x Deep Clean Power | Removes Stains & Dirt | Freshness Boost | Fresh Fragrance,1 kg,1.0,kg,187.06,159.0,15.0,4.4,5,https://www.amazon.in/Tide-Matic-Liquid-Detergent-850/dp/B0B6J23HDT/ref=sr_1_42,https://m.media-amazon.com/images/I/61MeajkwtxL._AC_UL320_.jpg,Amazon India,2026-08-18,1000.0,1000.0,,15.9,Tide,Competitor,15.000534587832782,Liquid Detergent,15.9,100.0,Excellent,True
B0CBRKX44K,Shatras,Shatras Laundry Liquid Detergent 5 Liter|Eco-Friendly Natural Laundry Care | Suitable for Top & Front Load Washing Machines|Ideal for Machine Wash & Hand Wash|Gentle Cleaning for All Types of Clothes,5 l,5.0,l,999.0,329.0,67.07,3.8,662,https://www.amazon.in/Shatras-Detergent-Suitable-friendly-detergent/dp/B0CBRKX44K/ref=sr_1_43,https://m.media-amazon.com/images/I/71pnskhHmUL._AC_UL320_.jpg,Amazon India,2026-08-18,5000.0,,6.58,,Shatras,Competitor,67.06706706706707,Liquid Detergent,6.58,100.0,Excellent,False
B0FP2R4HPP,Ghadi,"Ghadi Smart Liquid Detergent Lavender Fragrance 4.5L | For Front Load & Top Load Machines | Deep Cleaning, Long-Lasting Freshness, Gentle on Clothes",4.5 l,4.5,l,480.0,449.0,6.46,4.3,463,https://www.amazon.in/Ghadi-Smart-Detergent-Fragrance-Long-Lasting/dp/B0FP2R4HPP/ref=sr_1_44,https://m.media-amazon.com/images/I/71pBANJbH4L._AC_UL320_.jpg,Amazon India,2026-08-18,4500.0,,9.977777777777778,,Ghadi,Competitor,6.458333333333334,Liquid Detergent,9.977777777777778,100.0,Excellent,False
B0B8YKDCNN,Ujala,Ujala Top Load Liquid Detergent Super Saver 2L Refill Pack | Designed For Tough Dirt Removal | Superior Colour Care with Refreshing Fragrance | Ideal for Bucket Wash and Top Load Washing Machines,2 l,2.0,l,275.0,254.0,7.64,4.3,1,https://www.amazon.in/Ujala-Liquid-Detergent-Refill-machine/dp/B0B8YKDCNN/ref=sr_1_45,https://m.media-amazon.com/images/I/61vnpPgeEfL._AC_UL320_.jpg,Amazon India,2026-08-18,2000.0,,12.7,,Ujala,Competitor,7.636363636363637,Liquid Detergent,12.7,100.0,Excellent,False
B0G2LLRV4B,Shimmer,"Shimmer Liquid Detergent - 5L Pack | Non Toxic & Eco Friendly | Top Load & Front Load Expert | Removes Tough Stains | French Lavender Fragrance | Upgrade from Detergent Powder, No Residue on Clothes",5 l,5.0,l,,650.0,,3.1,603,https://www.amazon.in/Shimmer-Liquid-Detergent-Friendly-Fragrance/dp/B0G2LLRV4B/ref=sr_1_46,https://m.media-amazon.com/images/I/71Bu6kmO4BL._AC_UL320_.jpg,Amazon India,2026-08-18,5000.0,,13.0,,Shimmer,Competitor,,Liquid Detergent,13.0,100.0,Excellent,False
B0DNX2PXZ3,Mr White,"Mr White Liquid Detergent 2L Super Saver Pack | Whiteness Boosters Gives Ultimate Whiteness | No Bleach Formula Keeps Clothes Bright & Safe | Ideal for Front Load, Top Load Machines and Bucket Wash",2 l,2.0,l,,189.0,,4.2,1,https://www.amazon.in/Mr-White-Detergent-Whiteness-Boosters/dp/B0DNX2PXZ3/ref=sr_1_47,https://m.media-amazon.com/images/I/712tIU-eFIL._AC_UL320_.jpg,Amazon India,2026-08-18,2000.0,,9.45,,Mr White,Competitor,,Liquid Detergent,9.45,100.0,Excellent,False
B0CV79KRMG,Presto,Amazon Brand - Presto! Total Wash Matic Detergent Liquid | 5 Litre | Removes Tough Stains | Gentle On Clothes | Refreshing Fragrance | Liquid Detergent For Washing Machine And Hand Wash,5 l,5.0,l,800.0,599.0,25.12,4.2,4,https://www.amazon.in/Amazon-Brand-Detergent-Refreshing-Fragrance/dp/B0CV79KRMG/ref=sr_1_48,https://m.media-amazon.com/images/I/61E6dXdSRlL._AC_UL320_.jpg,Amazon India,2026-08-18,5000.0,,11.98,,Presto,Competitor,25.124999999999996,Liquid Detergent,11.98,100.0,Excellent,False
B0DPX9FBC8,Surf Excel,"Surf Excel Matic Front Load Liquid Detergent 5Kg Refill Pouch, Specially designed to remove Tough Dried Stains, 1st time in Washing Machine",5 kg,5.0,kg,858.0,777.0,9.44,4.4,5,https://www.amazon.in/Surf-Excel-Detergent-Specially-designed/dp/B0DPX9FBC8/ref=sr_1_49,https://m.media-amazon.com/images/I/616R3X-B5cL._AC_UL320_.jpg,Amazon India,2026-08-18,5000.0,5000.0,,15.54,Surf Excel,Competitor,9.44055944055944,Liquid Detergent,15.540000000000001,100.0,Excellent,False
B0BP65M3WY,Presto,Amazon Brand - Presto! Matic Top Load Liquid Detergent | 5 Litre | Removes Tough Stains | Gentle On Clothes | Protects Fabric Color | Bleach-Free & Phosphate-Free,5 l,5.0,l,1000.0,689.0,31.1,4.2,7,https://www.amazon.in/Amazon-Brand-Presto-Detergent-Liquid/dp/B0BP65M3WY/ref=sr_1_50,https://m.media-amazon.com/images/I/61nxDDUicUL._AC_UL320_.jpg,Amazon India,2026-08-18,5000.0,,13.78,,Presto,Competitor,31.1,Liquid Detergent,13.780000000000001,100.0,Excellent,False
B0BV6CVXS1,Moon & Mount,"Moon & Mount Garden Valley Liquid Detergent 6kg for Washing Machine | Enzyme-powered stain removal, color-safe, gentle on sensitive skin, 100+ washes, paraben-free, Top & Front Load ready",6 kg,6.0,kg,1298.0,530.88,59.1,4.1,2,https://www.amazon.in/Moon-Mount-detergent-washing-machine/dp/B0BV6CVXS1/ref=sr_1_52,https://m.media-amazon.com/images/I/61ByolfYKeL._AC_UL320_.jpg,Amazon India,2026-08-18,6000.0,6000.0,,8.848,Moon & Mount,Competitor,59.10015408320493,Liquid Detergent,8.848,100.0,Excellent,False
B0HDPVWVXL,Liquid,"Liquid Detergent 10L, Lavender Fresh & Rose Fresh Fragrance, Powerful Stain Cleaning, Long Lasting Freshness, Suitable for Top Load & Front Load Washing Machines",10 l,10.0,l,,,,,1,https://www.amazon.in/Flexfive-Detergent-Lavender-Fragrance-Freshness/dp/B0HDPVWVXL/ref=sr_1_53,https://m.media-amazon.com/images/I/610dLVANovL._AC_UL320_.jpg,Amazon India,2026-08-18,10000.0,,,,Liquid,Competitor,,Liquid Detergent,,90.0,Excellent,False
B089DTNXQH,Ariel,"Ariel Matic Liquid Detergent, Top Load, 1 Litre",1 l,1.0,l,,215.0,,4.5,5,https://www.amazon.in/Ariel-Matic-Liquid-Detergent-Litre/dp/B089DTNXQH/ref=sr_1_54,https://m.media-amazon.com/images/I/61EV2o+eA9L._AC_UL320_.jpg,Amazon India,2026-08-18,1000.0,,21.5,,Ariel,Competitor,,Liquid Detergent,21.5,100.0,Excellent,False
B083RHLS2B,Ifb,IFB essentials Top Load Liquid Detergent - 880 ml (Pack of 2),880 ml,880.0,ml,640.0,605.0,5.47,4.4,2,https://www.amazon.in/IFB-Liquid-Detergent-Washing-Machine/dp/B083RHLS2B/ref=sr_1_55,https://m.media-amazon.com/images/I/61QSpnjUDHL._AC_UL320_.jpg,Amazon India,2026-08-18,880.0,,68.75,,IFB,Competitor,5.46875,Liquid Detergent,68.75,100.0,Excellent,False
